,pri_gene,symbol
RNF139,RNF139,RNF139
RBM15,RBM15,RBM15
ARHGDIG,ARHGDIG,ARHGDIG
HPCAL4,HPCAL4,HPCAL4
ANKRD34B,ANKRD34B,ANKRD34B
ZNF763,ZNF763,ZNF763
FAM136A,FAM136A,FAM136A
FNIP2,FNIP2,FNIP2
LUZP2,LUZP2,LUZP2
SLC13A4,SLC13A4,SLC13A4
CLDN5,CLDN5,CLDN5
INSM1,INSM1,INSM1
GLRX5,GLRX5,GLRX5
MYBPHL,MYBPHL,MYBPHL
GLB1L,GLB1L,GLB1L
NOM1,NOM1,NOM1
NUP214,NUP214,NUP214
REXO4,REXO4,REXO4
ABHD16A,ABHD16A,ABHD16A
KLHL12,KLHL12,KLHL12
TMED1,TMED1,TMED1
GALC,GALC,GALC
NWD1,NWD1,NWD1
COP1,COP1,CARD16
COP1,COP1,COP1
EFNA3,EFNA3,EFNA3
KRTAP9-6,KRTAP9-6,KRTAP9-6
HINT3,HINT3,HINT3
RRM2,RRM2,RRM2
CENPC,CENPC,CENPC
CENPC,CENPC,CENPCP1
LCE4A,LCE4A,LCE4A
NANOS1,NANOS1,NANOS1
PSG8,PSG8,PSG8
MRPL20,MRPL20,MRPL20
COX6B1,COX6B1,COX6B1
SBSN,SBSN,SBSN
DNAJA1,DNAJA1,DNAJA1
YARS2,YARS2,YARS2
ALG2,ALG2,PDCD6
ALG2,ALG2,ALG2
UMOD,UMOD,UMOD
CISD3,CISD3,CISD3
CENPN,CENPN,CENPN
LENG1,LENG1,LENG1
SLC25A37,SLC25A37,SLC25A37
POLA2,POLA2,POLA2
MRPL43,MRPL43,MRPL43
SLC25A47,SLC25A47,SLC25A47
THAP12,THAP12,THAP12
NUDT5,NUDT5,NUDT5
TMOD3,TMOD3,TMOD3
RAD21,RAD21,RAD21
SGK1,SGK1,SGK1
WASHC5,WASHC5,WASHC5
INTS5,INTS5,INTS5
LAD1,LAD1,LAD1
PRKAB2,PRKAB2,PRKAB2
BOD1,BOD1,BOD1
PANK3,PANK3,PANK3
DPCD,DPCD,DPCD
RPS23,RPS23,RPS23
SLC39A5,SLC39A5,SLC39A5
RUSF1,RUSF1,RUSF1
BRCA2,BRCA2,BRCA2
ZNF114,ZNF114,ZNF114
ATP5MGL,ATP5MGL,ATP5MGL
TP73,TP73,TP73
STK39,STK39,STK39
HDAC4,HDAC4,HDAC4
CLPS,CLPS,CLPS
KCNJ4,KCNJ4,KCNJ4
LMNTD2,LMNTD2,LMNTD2
SPATA9,SPATA9,SPATA9
CCNJL,CCNJL,CCNJL
PLK1,PLK1,PLK1
SMURF2,SMURF2,SMURF2
ARID4A,ARID4A,ARID4A
SLIT3,SLIT3,SLIT1
SLIT3,SLIT3,SLIT3
DHRS3,DHRS3,DHRS3
NEDD1,NEDD1,NEDD1
TEX46,TEX46,TEX46
PIBF1,PIBF1,PIBF1
TCEAL3,TCEAL3,TCEAL3
TCEAL3,TCEAL3,TCEAL6
SKI,SKI,SKI
COX4I1,COX4I1,COX4I1
DARS2,DARS2,DARS2
TESK1,TESK1,TESK1
ELF4,ELF4,ELF4
SLC2A13,SLC2A13,SLC2A13
ORAI2,ORAI2,ORAI2
RAP1A,RAP1A,RAP1A
RASD2,RASD2,RASD2
HLA-DQB1,HLA-DQB1,HLA-DQB1
HLA-DQB1,HLA-DQB1,HLA-DQA1
HLA-DQB1,HLA-DQB1,HLA-DQB2
HLA-DQB1,HLA-DQB1,GNAO1
CALHM3,CALHM3,CALHM3
CCNE2,CCNE2,CCNE2
PHAF1,PHAF1,PHAF1
TICAM1,TICAM1,TICAM1
UFC1,UFC1,UFC1
UNK,UNK,UNK
SOX12,SOX12,SOX12
MTRR,MTRR,MTRR
DNMT3B,DNMT3B,DNMT3B
GNA15,GNA15,GNA15
UNG,UNG,UNG
CHKA,CHKA,CHKA
RREB1,RREB1,RREB1
BACH1,BACH1,BRIP1
BACH1,BACH1,BACH1
UCK2,UCK2,UCK2
PTPN3,PTPN3,PTPN3
SLC7A9,SLC7A9,SLC7A9
BAG2,BAG2,BAG2
IQCE,IQCE,IQCE
FCER1A,FCER1A,FCER1A
YY1,YY1,YY1
C10orf90,C10orf90,C10orf90
NUBPL,NUBPL,NUBPL
TMEM135,TMEM135,TMEM135
OGDH,OGDH,OGDH
UBE2Z,UBE2Z,UBE2Z
CADM4,CADM4,CADM4
TBRG1,TBRG1,TBRG1
CIAPIN1,CIAPIN1,CIAPIN1
BEND6,BEND6,BEND6
RTL3,RTL3,RTL3
ARFIP2,ARFIP2,ARFIP2
GOLGA1,GOLGA1,GOLGA1
MRPS9,MRPS9,MRPS9
RPL3,RPL3,RPL3
GPR37L1,GPR37L1,GPR37L1
FANCD2,FANCD2,FANCD2
CENPF,CENPF,CENPF
RBM19,RBM19,RBM19
RNF8,RNF8,RNF8
ANAPC5,ANAPC5,ANAPC5
RGS14,RGS14,RGS14
MEIS2,MEIS2,MEIS2
ATM,ATM,ATM
MRPL38,MRPL38,MRPL38
MRPS2,MRPS2,MRPS2
B3GLCT,B3GLCT,B3GLCT
CRACR2B,CRACR2B,CRACR2B
STOML2,STOML2,STOML2
NOS2,NOS2,NANOS2
NOS2,NOS2,NOS2
NGRN,NGRN,NGRN
PHLDA3,PHLDA3,PHLDA3
UTP14A,UTP14A,UTP14A
CDK1,CDK1,CDK1
AOAH-IT1,AOAH-IT1,AOAH-IT1
SLBP,SLBP,SLBP
TFAM,TFAM,TFAM
TSG101,TSG101,TSG101
NDUFA6,NDUFA6,NDUFA6
USP8,USP8,USP8
OXLD1,OXLD1,OXLD1
DBNDD1,DBNDD1,DBNDD1
IL36A,IL36A,IL36A
EHD1,EHD1,EHD1
JAK3,JAK3,JAK3
SLC16A1,SLC16A1,SLC16A1
NDUFB2,NDUFB2,NDUFB2
TFIP11,TFIP11,TFIP11
SLC27A1,SLC27A1,SLC27A1
DHX38,DHX38,DHX38
EPHB3,EPHB3,EPHB3
SIPA1,SIPA1,SIPA1
PPP6C,PPP6C,PPP6C
PRR23C,PRR23C,PRR23C
COA3,COA3,COA3
NXPH1,NXPH1,NXPH1
UQCRC1,UQCRC1,UQCRC1
TM4SF18,TM4SF18,TM4SF18
TBCE,TBCE,TBCE
NCOA6,NCOA6,NCOA6
PRR30,PRR30,PRR30
MRPL47,MRPL47,MRPL47
HOXA11,HOXA11,HOXA11
PSME2,PSME2,PSME2
HEY2,HEY2,HEY2
H3C1,H3C1,H3C1
H3C1,H3C1,H3C7
H3C1,H3C1,H3C6
H3C1,H3C1,H3C12
H3C1,H3C1,H3C4
H3C1,H3C1,H3C3
H3C1,H3C1,H3C11
H3C1,H3C1,H3C8
H3C1,H3C1,H3C10
H3C1,H3C1,H3C2
FERMT2,FERMT2,FERMT2
NOA1,NOA1,NOA1
FH,FH,CFH
FH,FH,LDLR
FH,FH,FH
EFNA1,EFNA1,EFNA1
RAB15,RAB15,RAB15
CUL1,CUL1,CUL1
RECQL5,RECQL5,RECQL5
MRPS21,MRPS21,MRPS21
ST8SIA4,ST8SIA4,ST8SIA4
PLA2G2A,PLA2G2A,PLA2G2A
EXOSC5,EXOSC5,EXOSC5
GNA11,GNA11,GNA11
BDP1,BDP1,PTPN18
BDP1,BDP1,BDP1
FAM102A,FAM102A,EEIG1
ATP9B,ATP9B,ATP9B
FEM1B,FEM1B,FEM1B
HNMT,HNMT,HNMT
UCHL5,UCHL5,UCHL5
DNASE1L1,DNASE1L1,DNASE1L1
TAF10,TAF10,TAF10
BRAP,BRAP,C6orf89
BRAP,BRAP,BRAP
MUC20,MUC20,MUC20
UNC119,UNC119,UNC119
NDUFB4,NDUFB4,NDUFB4
PIK3CB,PIK3CB,PIK3CB
MRPL37,MRPL37,MRPL37
XPA,XPA,XPA
COLEC12,COLEC12,COLEC12
ZNF93,ZNF93,ZNF93
P2RX6,P2RX6,P2RX6
MIR665,MIR665,MIR665
CLTA,CLTA,CLTA
PPP6R1,PPP6R1,PPP6R1
TIMP4,TIMP4,TIMP4
BRD7,BRD7,BRD7
NSUN3,NSUN3,NSUN3
YPEL4,YPEL4,YPEL4
CD44,CD44,CD44
CCDC22,CCDC22,CCDC22
BDH2,BDH2,BDH2
PCGF2,PCGF2,PCGF2
MRPS18B,MRPS18B,MRPS18B
ARID3A,ARID3A,ARID3A
WDR48,WDR48,WDR48
ULBP1,ULBP1,ULBP1
UGT1A,UGT1A,UGT1A
UGT1A,UGT1A,UGT1A6
UGT1A,UGT1A,UGT1A10
UGT1A,UGT1A,UGT1A8
UGT1A,UGT1A,UGT1A7
UGT1A,UGT1A,UGT1A4
UGT1A,UGT1A,UGT1A1
RBBP8,RBBP8,RBBP8
PGK1,PGK1,PGK1
TBRG4,TBRG4,TBRG4
MAB21L2,MAB21L2,MAB21L2
ATAD3A,ATAD3A,ATAD3A
CENPQ,CENPQ,CENPQ
COMMD7,COMMD7,COMMD7
TPSD1,TPSD1,TPSD1
H4C2,H4C2,H4C2
H4C2,H4C2,H4C15
H4C2,H4C2,H4C9
H4C2,H4C2,H4C1
H4C2,H4C2,H4C12
H4C2,H4C2,H4C14
H4C2,H4C2,H4C11
H4C2,H4C2,H4C3
H4C2,H4C2,H4C8
H4C2,H4C2,H4C16
OBSL1,OBSL1,OBSL1
MKKS,MKKS,MKKS
EGLN2,EGLN2,RAB4B-EGLN2
EGLN2,EGLN2,EGLN2
PLBD2,PLBD2,PLBD2
IK,IK,KCNN4
IK,IK,IK
MAP2K7,MAP2K7,MAP2K7
HAPSTR1,HAPSTR1,HAPSTR1
H3C4,H3C4,H3C4
H3C4,H3C4,H3C3
H3C4,H3C4,H3C11
H3C4,H3C4,H3C8
H3C4,H3C4,H3C10
H3C4,H3C4,H3C2
H3C4,H3C4,H3C7
H3C4,H3C4,H3C12
H3C4,H3C4,H3C1
H3C4,H3C4,H3C6
KCNF1,KCNF1,KCNF1
FAM104A,FAM104A,VCF1
SYNGR1,SYNGR1,SYNGR1
USP29,USP29,USP29
ZNF75A,ZNF75A,ZNF75A
TCEA1,TCEA1,TCEA1
PLEKHM1,PLEKHM1,PLEKHM1
APC,APC,PROC
APC,APC,APC
PTCRA,PTCRA,PTCRA
COA7,COA7,COA7
MRPS31,MRPS31,MRPS31
TM4SF1,TM4SF1,TM4SF1
PNPT1,PNPT1,PNPT1
PRM2,PRM2,PRM2
POU3F3,POU3F3,POU3F3
PLTP,PLTP,PLTP
CNGA1,CNGA1,CNGA1
ST6GALNAC1,ST6GALNAC1,ST6GALNAC1
MAST2,MAST2,MAST2
FFAR2,FFAR2,FFAR2
FAM181A,FAM181A,FAM181A
CS,CS,CS
NUB1,NUB1,NUB1
DPF1,DPF1,DPF1
ZMYND15,ZMYND15,ZMYND15
NSMF,NSMF,NSMF
PLCD1,PLCD1,PLCD1
ASAH1,ASAH1,ASAH1
NGLY1,NGLY1,NGLY1
SEH1L,SEH1L,SEH1L
CES2,CES2,CES1
CES2,CES2,CES2
HMGCR,HMGCR,HMGCR
MTG2,MTG2,MTG2
GIGYF1,GIGYF1,GIGYF1
CD9,CD9,CD9
RAB14,RAB14,RAB14
NDUFB6,NDUFB6,NDUFB6
MAPKAPK5,MAPKAPK5,MAPKAPK5
COMMD3,COMMD3,COMMD3
ISLR2,ISLR2,ISLR2
SPRN,SPRN,SPRN
IPO5,IPO5,IPO5
KCNAB1,KCNAB1,KCNAB1
MVP,MVP,MMVP1
MVP,MVP,MVP
HEXB,HEXB,HEXB
PSMC2,PSMC2,PSMC2
ROBO2,ROBO2,ROBO2
CHTF18,CHTF18,CHTF18
ICE1,ICE1,ICE1
RHOB,RHOB,RHOB
CCDC125,CCDC125,CCDC125
NCR2,NCR2,NCR2
HADHA,HADHA,HADHA
XRCC2,XRCC2,XRCC2
CNNM3,CNNM3,CNNM3
SMC5,SMC5,SMC5
SLC35E2B,SLC35E2B,SLC35E2B
PPM1J,PPM1J,PPM1J
EMC2,EMC2,EMC2
MYO1G,MYO1G,MYO1G
PLCE1,PLCE1,PLCE1
POLG,POLG,POLGARF
POLG,POLG,POLG
CCDC86,CCDC86,CCDC86
MIS18A,MIS18A,MIS18A
GALNTL6,GALNTL6,GALNTL6
ENTPD5,ENTPD5,ENTPD5
PSMA4,PSMA4,PSMA4
DLGAP3,DLGAP3,DLGAP3
PLEKHG4,PLEKHG4,PLEKHG4
SAMD12,SAMD12,SAMD12
PFDN5,PFDN5,PFDN5
FAXDC2,FAXDC2,FAXDC2
RHNO1,RHNO1,RHNO1
TCERG1,TCERG1,TCERG1
LAMA5,LAMA5,LAMA5
ODF1,ODF1,ODF1
NFE2L1,NFE2L1,NFE2L1
MPPE1,MPPE1,MPPE1
CNPY1,CNPY1,CNPY1
AFF4,AFF4,AFF4
TBC1D22B,TBC1D22B,TBC1D22B
NCK1,NCK1,NCK1
CCDC24,CCDC24,CCDC24
ERCC6L,ERCC6L,ERCC6L
BLM,BLM,BLM
SF3B3,SF3B3,SF3B3
MEGF6,MEGF6,MEGF6
SIGLEC11,SIGLEC11,SIGLEC11
POLE3,POLE3,POLE3
CAPN3,CAPN3,CAPN3
SLC6A4,SLC6A4,SLC6A4
BCL11A,BCL11A,BCL11A
RAP1B,RAP1B,RAP1B
ATL2,ATL2,ATL2
PCDHB8,PCDHB8,PCDHB8
EID3,EID3,EID3
CHCHD2,CHCHD2,CHCHD2
CABP7,CABP7,CABP7
FKBP8,FKBP8,FKBP8
CYCS,CYCS,CYCS
FLAD1,FLAD1,FLAD1
GBE1,GBE1,GBE1
RNGTT,RNGTT,RNGTT
AP3D1,AP3D1,AP3D1
NAA30,NAA30,NAA30
SLC28A2,SLC28A2,SLC28A2
SLC25A26,SLC25A26,SLC25A26
ADAP2,ADAP2,ADAP2
PIM2,PIM2,PIM2
MRPL1,MRPL1,MRPL1
PON2,PON2,PON2
ING3,ING3,ING3
NKAP,NKAP,NKAP
THAP11,THAP11,THAP11
C1QTNF4,C1QTNF4,C1QTNF4
PCDHAC1,PCDHAC1,PCDHAC1
SNRNP35,SNRNP35,SNRNP35
PPP1R13B,PPP1R13B,PPP1R13B
PSG6,PSG6,PSG6
SMIM24,SMIM24,SMIM24
PIK3IP1,PIK3IP1,PIK3IP1
PFDN1,PFDN1,PFDN1
LRRC75A,LRRC75A,LRRC75A
PGM3,PGM3,PGM3
RAB21,RAB21,RAB21
SLC25A34,SLC25A34,SLC25A34
ZNF773,ZNF773,ZNF773
ELMO2,ELMO2,ELMO2
HLCS,HLCS,HLCS
ZSWIM6,ZSWIM6,ZSWIM6
PRMT5,PRMT5,PRMT5
IL22RA1,IL22RA1,IL22RA1
CLUH,CLUH,CLUH
TUBGCP5,TUBGCP5,TUBGCP5
U2AF1L4,U2AF1L4,U2AF1L4
UQCC5,UQCC5,UQCC5
CHCHD10,CHCHD10,CHCHD10
PPP3R2,PPP3R2,PPP3R2
KREMEN1,KREMEN1,KREMEN1
HDHD3,HDHD3,HDHD3
MTMR11,MTMR11,MTMR11
KCNA7,KCNA7,KCNA7
FBLN7,FBLN7,FBLN7
KLF1,KLF1,KLF1
PLAT,PLAT,PLAT
WDR43,WDR43,WDR43
NKX1-1,NKX1-1,NKX1-1
DSE,DSE,DSE
SESN2,SESN2,SESN2
RPL4,RPL4,RPL4
NUDT1,NUDT1,NUDT1
GUCD1,GUCD1,GUCD1
ATMIN,ATMIN,ATMIN
CENPU,CENPU,CENPU
BLTP1,BLTP1,BLTP1
TRIP10,TRIP10,TRIP10
NDUFAF2,NDUFAF2,NDUFAF2
AGTR1,AGTR1,AGTR1
UBR3,UBR3,UBR3
PLIN3,PLIN3,PLIN3
EIF4B,EIF4B,EIF4B
ZNF470,ZNF470,ZNF470
SDK2,SDK2,SDK2
GADD45B,GADD45B,GADD45B
PPARA,PPARA,PPARA
GDF1,GDF1,CERS1
GDF1,GDF1,GDF1
RHBDL1,RHBDL1,RHBDL1
UTP3,UTP3,UTP3
IFNAR2,IFNAR2,IFNAR2
WDR25,WDR25,WDR25
CYP3A5,CYP3A5,CYP3A5
TMED8,TMED8,TMED8
GOT2,GOT2,GOT2
CA4,CA4,CA4
NOL10,NOL10,NOL10
FAM172A,FAM172A,ARB2A
SQSTM1,SQSTM1,SQSTM1
C1orf35,C1orf35,C1orf35
PPAT,PPAT,COASY
PPAT,PPAT,PPAT
ARL8B,ARL8B,ARL8B
GLO1,GLO1,GLO1
JAGN1,JAGN1,JAGN1
ATG16L2,ATG16L2,ATG16L2
JPH1,JPH1,JPH1
SETX,SETX,SETX
IGFBP2,IGFBP2,IGFBP2
CHST8,CHST8,CHST8
TTYH3,TTYH3,TTYH3
IL36RN,IL36RN,IL36RN
LCN15,LCN15,LCN15
HMGN4,HMGN4,HMGN4
PLEKHB1,PLEKHB1,PLEKHB1
DAND5,DAND5,DAND5
PRPF3,PRPF3,PRPF3
PAK6,PAK6,BUB1B-PAK6
PAK6,PAK6,PAK6
PRKRA,PRKRA,PRKRA
ANKS6,ANKS6,ANKS6
WBP2NL,WBP2NL,WBP2NL
KLK14,KLK14,KLK14
DENND5B,DENND5B,DENND5B
STXBP4,STXBP4,STXBP4
NLRP6,NLRP6,NLRP6
ABHD14B,ABHD14B,ABHD14B
SELENOH,SELENOH,SELENOH
PPM1G,PPM1G,PPM1G
KIR3DL2,KIR3DL2,KIR3DL2
GJA8,GJA8,GJA8
ACBD4,ACBD4,ACBD4
FLT1,FLT1,FLT1
RITA1,RITA1,RITA1
COX10,COX10,COX10
IDH3B,IDH3B,IDH3B
SLC28A1,SLC28A1,SLC28A1
BPGM,BPGM,BPGM
TPCN2,TPCN2,TPCN2
ICMT,ICMT,ICMT
SIRPB2,SIRPB2,SIRPG
SIRPB2,SIRPB2,SIRPB2
FAM83E,FAM83E,FAM83E
CLP1,CLP1,HEXIM1
CLP1,CLP1,COLEC12
CLP1,CLP1,CLP1
NPC2,NPC2,NPC2
RAB11FIP4,RAB11FIP4,RAB11FIP4
BRI3,BRI3,ITM2C
BRI3,BRI3,BRI3
VWCE,VWCE,VWCE
TARS2,TARS2,TARS2
TM9SF2,TM9SF2,TM9SF2
ESRP1,ESRP1,ESRP1
KANSL3,KANSL3,KANSL3
SPANXN4,SPANXN4,SPANXN4
LGI4,LGI4,LGI4
HMGCL,HMGCL,HMGCL
NECTIN2,NECTIN2,NECTIN2
BAHD1,BAHD1,BAHD1
PTPA,PTPA,PTPRA
PTPA,PTPA,PTPA
NUP58,NUP58,NUP58
GALNS,GALNS,GALNS
HEATR1,HEATR1,HEATR1
ZNF202,ZNF202,ZNF202
PDLIM7,PDLIM7,PDLIM7
PFN2,PFN2,PFN2
PPCS,PPCS,PPCS
MYT1,MYT1,PKMYT1
MYT1,MYT1,MYT1
ANKRD66,ANKRD66,ANKRD66
LAMTOR1,LAMTOR1,LAMTOR1
EPOP,EPOP,EPOP
SMU1,SMU1,SMU1
ABHD17B,ABHD17B,ABHD17B
ZSWIM1,ZSWIM1,ZSWIM1
BOLA3,BOLA3,BOLA3
LDLR,LDLR,LDLR
RSPH9,RSPH9,RSPH9
IL15RA,IL15RA,IL15RA
CD40,CD40,CD40
ZFHX4,ZFHX4,ZFHX4
GULP1,GULP1,GULP1
CCND1,CCND1,CCND1
ORMDL2,ORMDL2,ORMDL2
H3C8,H3C8,H3C8
H3C8,H3C8,H3C7
H3C8,H3C8,H3C1
H3C8,H3C8,H3C6
H3C8,H3C8,H3C12
H3C8,H3C8,H3C4
H3C8,H3C8,H3C3
H3C8,H3C8,H3C11
H3C8,H3C8,H3C10
H3C8,H3C8,H3C2
PYGO2,PYGO2,PYGO2
PRORP,PRORP,PRORP
MAFA,MAFA,KLRG1
MAFA,MAFA,MAFA
SCT,SCT,FLNB
SCT,SCT,SCT
SLC22A13,SLC22A13,SLC22A13
CTSS,CTSS,CTSS
SNUPN,SNUPN,SNUPN
SLC25A38,SLC25A38,SLC25A38
LSM7,LSM7,LSM7
C17orf49,C17orf49,RNASEK-C17orf49
C17orf49,C17orf49,BACC1
ADIPOR2,ADIPOR2,ADIPOR2
CYC1,CYC1,CCNI
CYC1,CYC1,CYC1
ARIH2,ARIH2,ARIH2
GATAD2A,GATAD2A,GATAD2A
FBXL16,FBXL16,FBXL16
CCBE1,CCBE1,CCBE1
LIPT1,LIPT1,LIPT1
TMSB4X,TMSB4X,TMSB4X
TMTC2,TMTC2,TMTC2
DCDC2B,DCDC2B,DCDC2B
DISP2,DISP2,DISP2
HIC1,HIC1,HIC1
DOCK8,DOCK8,DOCK8
NSMCE1,NSMCE1,NSMCE1
SSBP4,SSBP4,SSBP4
LRRN4CL,LRRN4CL,LRRN4CL
IL4I1,IL4I1,IL4I1
LEFTY2,LEFTY2,LEFTY2
PI15,PI15,PI15
MARVELD2,MARVELD2,MARVELD2
ATE1,ATE1,ATE1
PLCXD2,PLCXD2,PLCXD2
RAB2A,RAB2A,RAB2A
FASN,FASN,FASN
SLC66A1,SLC66A1,SLC66A1
USP1,USP1,USP1
ZNF710,ZNF710,ZNF710
TMEM150A,TMEM150A,TMEM150A
DHRS11,DHRS11,DHRS11
MIR4482,MIR4482,MIR4482
CDCP2,CDCP2,CDCP2
MRM1,MRM1,MRM1
ERICH6,ERICH6,ERICH6
SIM1,SIM1,SIM1
IL1A,IL1A,IL1A
SIX4,SIX4,SIX4
KCNK4,KCNK4,KCNK4
HOXB7,HOXB7,HOXB7
TXNRD1,TXNRD1,TXNRD1
MIR369,MIR369,MIR369
XRCC3,XRCC3,XRCC3
GALK1,GALK1,GALK1
BLOC1S1,BLOC1S1,BLOC1S1
UPK2,UPK2,UPK2
AHCY,AHCY,AHCY
RIN1,RIN1,RIN1
MRPL18,MRPL18,MRPL18
TAFAZZIN,TAFAZZIN,TAFAZZIN
PTMS,PTMS,PTMS
MARK2,MARK2,MARK2
TOMM22,TOMM22,TOMM22
RNF166,RNF166,RNF166
XKR7,XKR7,XKR7
PSMB11,PSMB11,PSMB11
CDCA8,CDCA8,CDCA8
CCAR2,CCAR2,CCAR2
ITGB7,ITGB7,ITGB7
FAM53B,FAM53B,FAM53B
RASL10A,RASL10A,RASL10A
F11R,F11R,F11R
PDE4B,PDE4B,PDE4B
GNPAT,GNPAT,GNPAT
FTO,FTO,FTO
DPY19L2,DPY19L2,DPY19L2
FAM210B,FAM210B,MIMS2
ARMC8,ARMC8,ARMC8
PPIL4,PPIL4,PPIL4
SLC46A3,SLC46A3,SLC46A3
TRUB2,TRUB2,TRUB2
NOP53,NOP53,NOP53
CD29,CD29,ITGB1
PMF1,PMF1,PMF1-BGLAP
PMF1,PMF1,PMF1
BEND7,BEND7,BEND7
CCR1,CCR1,CCR1
CCR5,CCR5,CCR5
SNRPN,SNRPN,SNRPN
TMEM151A,TMEM151A,TMEM151A
SSX2IP,SSX2IP,SSX2IP
HTRA2,HTRA2,HTRA2
TMC1,TMC1,TMC1
CCR10,CCR10,ACKR4
CCR10,CCR10,ACKR2
CCR10,CCR10,CCR10
DNPH1,DNPH1,DNPH1
HSD17B10,HSD17B10,HSD17B10
PCNT,PCNT,PCNT
MCAM,MCAM,MCAM
KCNU1,KCNU1,KCNU1
DNAJC12,DNAJC12,DNAJC12
RTL1,RTL1,RTL1
ANHX,ANHX,ANHX
YIPF3,YIPF3,YIPF3
COQ9,COQ9,COQ9
TMEM245,TMEM245,TMEM245
SCOC,SCOC,SCOC
UBE4B,UBE4B,UBE4B
HSPA6,HSPA6,HSPA6
ARID3C,ARID3C,ARID3C
SOCS4,SOCS4,SOCS6
SOCS4,SOCS4,SOCS4
BORCS6,BORCS6,BORCS6
VIRMA,VIRMA,VIRMA
MRPL9,MRPL9,MRPL9
PSMD8,PSMD8,PSMD8
SLC35D2,SLC35D2,SLC35D2
HES2,HES2,HES2
IL24,IL24,IL24
MEX3A,MEX3A,MEX3A
PYY,PYY,PYY
ADRA2B,ADRA2B,ADRA2B
TRA2A,TRA2A,TRA2A
H3C11,H3C11,H3C11
H3C11,H3C11,H3C4
H3C11,H3C11,H3C3
H3C11,H3C11,H3C8
H3C11,H3C11,H3C10
H3C11,H3C11,H3C2
H3C11,H3C11,H3C7
H3C11,H3C11,H3C1
H3C11,H3C11,H3C6
H3C11,H3C11,H3C12
LRRC39,LRRC39,LRRC39
COG8,COG8,COG8
ZNF571-AS1,ZNF571-AS1,ZNF571-AS1
ALDH1B1,ALDH1B1,ALDH1B1
PRR20G,PRR20G,PRR20G
DENND6B,DENND6B,DENND6B
MCF2,MCF2,MCF2
E4F1,E4F1,E4F1
ZNF300P1,ZNF300P1,ZNF300P1
ZNF300P1,ZNF300P1,ZNF300P1
LIPG,LIPG,LIPG
SCAF8,SCAF8,SCAF8
ZNF787,ZNF787,ZNF787
MTERF3,MTERF3,MTERF3
PUM1,PUM1,PUM1
KCNG1,KCNG1,KCNG1
CYP2A13,CYP2A13,CYP2A13
KRT28,KRT28,KRT28
MCEE,MCEE,MCEE
MIR656,MIR656,MIR656
BAK1,BAK1,BAK1
CREG1,CREG1,CREG1
CPLX3,CPLX3,CPLX3
FAF2,FAF2,FAF2
TXLNG,TXLNG,TXLNG
FAM161B,FAM161B,FAM161B
AHSG,AHSG,AHSG
SINHCAF,SINHCAF,SINHCAF
KRT15,KRT15,KRT15
PMS2,PMS2,PMS2
DYNLT5,DYNLT5,DYNLT5
UTP11,UTP11,UTP11
GLB1,GLB1,GLB1
TWF2,TWF2,TWF2
RNF11,RNF11,RNF11
ARFGEF2,ARFGEF2,ARFGEF2
TRPV2,TRPV2,TRPV2
CRYBA1,CRYBA1,CRYBA1
GID8,GID8,GID8
EPB42,EPB42,EPB42
PLEKHG3,PLEKHG3,PLEKHG3
CDK2,CDK2,CDK2
DIXDC1,DIXDC1,DIXDC1
XPO5,XPO5,XPO5
NSUN5,NSUN5,NSUN5
NOX1,NOX1,NOX1
ITGA3,ITGA3,ITGA3
P4HTM,P4HTM,P4HTM
PGPEP1,PGPEP1,PGPEP1
PBX2,PBX2,PBX2
PBX2,PBX2,PBX2P1
HK2,HK2,KLK2
HK2,HK2,HOOK2
HK2,HK2,KCNA5
HK2,HK2,KIF2A
HK2,HK2,HK2
MIR410,MIR410,MIR410
ZNF10,ZNF10,ZNF10
OGDHL,OGDHL,OGDHL
SNRNP200,SNRNP200,SNRNP200
C1orf56,C1orf56,C1orf56
UBR5,UBR5,UBR5
FBXW9,FBXW9,FBXW9
DEFB129,DEFB129,DEFB129
ARFGAP2,ARFGAP2,ARFGAP2
GORAB,GORAB,GORAB
CLIC6,CLIC6,CLIC6
LINC00454,LINC00454,LINC00454
HACD4,HACD4,HACD4
PTPRF,PTPRF,PTPRF
CNOT9,CNOT9,CNOT9
CFAP77,CFAP77,CFAP77
SIX5,SIX5,SIX5
NCBP3,NCBP3,NCBP3
PPARGC1B,PPARGC1B,PPARGC1B
NAA20,NAA20,NAA20
TAF7L,TAF7L,TAF7L
COX16,COX16,COX16
SH3RF2,SH3RF2,SH3RF2
FAM20A,FAM20A,FAM20A
ZNF580,ZNF580,ZNF580
MRPS24,MRPS24,MRPS24
LLGL2,LLGL2,LLGL2
PPIL1,PPIL1,PPIL1
SHQ1,SHQ1,SHQ1
LIN7C,LIN7C,LIN7C
GJA3,GJA3,GJA3
MRPL42,MRPL42,MRPL42
CEP295NL,CEP295NL,CEP295NL
FAM110A,FAM110A,FAM110A
EEF1AKMT3,EEF1AKMT3,EEF1AKMT3
WBP11,WBP11,WBP11
MRPS22,MRPS22,MRPS22
SLC35E1,SLC35E1,SLC35E1
SLU7,SLU7,SLU7
GIPC1,GIPC1,GIPC1
TGFB1I1,TGFB1I1,TGFB1I1
ZNF154,ZNF154,ZNF154
FAM43B,FAM43B,FAM43B
HMCN1,HMCN1,HMCN1
MIPOL1,MIPOL1,MIPOL1
TPGS1,TPGS1,TPGS1
STK38L,STK38L,STK38L
